latitude,longitude
-22.9826,-43.2141
-22.9837,-43.2145
-22.9837,-43.2145
-22.9837,-43.2142
-22.9837,-43.2142
-22.9837,-43.2137
-22.9837,-43.2135
-22.9837,-43.2135
-22.9838,-43.2127
-22.9838,-43.2116
-22.9839,-43.2113
-22.9839,-43.2113
-22.984,-43.2092
-22.984,-43.2092
-22.984,-43.2086
-22.9841,-43.2072
-22.9841,-43.2071
-22.9841,-43.2071
-22.9842,-43.2055
-22.9842,-43.2052
-22.9842,-43.205
-22.9842,-43.205
-22.9842,-43.2043
-22.9843,-43.2034
-22.9843,-43.2029
-22.9843,-43.2029
-22.9844,-43.2007
-22.9844,-43.2007
-22.9845,-43.1986
-22.9845,-43.1986
-22.9846,-43.1969
-22.9846,-43.1969
-22.9847,-43.1952
-22.9847,-43.1952
-22.9845,-43.1949
-22.984,-43.1942
-22.9839,-43.1941
-22.9839,-43.1941
-22.9839,-43.1941
-22.9839,-43.1941
-22.9838,-43.194
-22.9837,-43.1939
-22.9837,-43.1938
-22.9836,-43.1934
-22.9836,-43.1934
-22.9834,-43.1929
-22.9834,-43.1929
-22.9832,-43.1919
-22.9832,-43.1919
-22.9829,-43.1909
-22.9829,-43.1909
-22.9828,-43.1909
-22.9817,-43.1911
-22.9817,-43.1911
-22.9816,-43.1911
-22.9813,-43.1911
-22.9809,-43.1911
-22.9808,-43.1911
-22.9808,-43.1911
-22.9796,-43.1911
-22.9789,-43.1909
-22.9788,-43.1909
-22.9788,-43.1909
-22.9783,-43.1907
-22.9779,-43.1906
-22.9779,-43.1906
-22.9776,-43.1905
-22.9769,-43.1903
-22.9769,-43.1903
-22.976,-43.1901
-22.9759,-43.19
-22.9758,-43.19
-22.9758,-43.19
-22.9749,-43.1895
-22.9749,-43.1895
-22.974,-43.1889
-22.974,-43.1889
-22.9733,-43.1885
-22.9733,-43.1885
-22.9725,-43.188
-22.9725,-43.188
-22.9719,-43.1876
-22.9719,-43.1876
-22.9715,-43.1872
-22.9715,-43.1872
-22.9703,-43.186
-22.9703,-43.186
-22.9703,-43.186
-22.9702,-43.1859
-22.9691,-43.1846
-22.9691,-43.1846
-22.9686,-43.1837
-22.9686,-43.1837
-22.968,-43.1829
-22.968,-43.1829
-22.9674,-43.182
-22.9674,-43.182
-22.9672,-43.1817
-22.9672,-43.1815
-22.9672,-43.1815
-22.9672,-43.1815
-22.9671,-43.1806
-22.9671,-43.1805
-22.9671,-43.1805
-22.9671,-43.1804
-22.967,-43.1803
-22.967,-43.1802
-22.9667,-43.1797
-22.9662,-43.1788
-22.9662,-43.1788
-22.9657,-43.1778
-22.9657,-43.1778
-22.9652,-43.1769
-22.9651,-43.1768
-22.9651,-43.1768
-22.9647,-43.1758
-22.9647,-43.1758
-22.9642,-43.1748
-22.9642,-43.1748
-22.964,-43.1742
-22.964,-43.1742
-22.9638,-43.1739
-22.9638,-43.1739
-22.9635,-43.1741
-22.9631,-43.1743
-22.963,-43.1744
-22.963,-43.1744
-22.9624,-43.1747
-22.9617,-43.1751
-22.9617,-43.1751
-22.9616,-43.1752
-22.9607,-43.1756
-22.9607,-43.1756
-22.9581,-43.1771
-22.9581,-43.1771
-22.9579,-43.1772
-22.9577,-43.1772
-22.9574,-43.1773
-22.9562,-43.1775
-22.9557,-43.1776
-22.9553,-43.1776
-22.9553,-43.1776
-22.9551,-43.1776
-22.955,-43.1776
-22.9548,-43.1775
-22.9547,-43.1775
-22.9546,-43.1774
-22.9544,-43.1773
-22.9544,-43.1773
-22.953,-43.1763
-22.953,-43.1763
-22.9522,-43.1757
-22.9522,-43.1757
-22.9518,-43.1754
-22.9518,-43.1754
-22.9516,-43.1753
-22.9516,-43.1753
-22.9515,-43.1753
-22.9515,-43.1752
-22.9513,-43.1753
-22.9513,-43.1753
-22.9512,-43.1753
-22.9511,-43.1754
-22.9511,-43.1754
-22.951,-43.1755
-22.9509,-43.1757
-22.9506,-43.1761
-22.9506,-43.1761
-22.9505,-43.1764
-22.9504,-43.1766
-22.9502,-43.1769
-22.9502,-43.1769
-22.9497,-43.1778
-22.9495,-43.1783
-22.9495,-43.1784
-22.9495,-43.1784
-22.9494,-43.1786
-22.9494,-43.1788
-22.9494,-43.1793
-22.9494,-43.1795
-22.9494,-43.1795
-22.9494,-43.1797
-22.9494,-43.1799
-22.9493,-43.1801
-22.9493,-43.1802
-22.9492,-43.1804
-22.9491,-43.1805
-22.949,-43.1806
-22.9489,-43.1807
-22.9488,-43.1807
-22.9488,-43.1807
-22.9483,-43.1811
-22.9481,-43.1813
-22.9478,-43.1815
-22.9475,-43.1816
-22.9472,-43.1816
-22.9464,-43.1817
-22.9459,-43.1817
-22.9455,-43.1816
-22.9454,-43.1816
-22.9449,-43.1814
-22.9445,-43.1812
-22.944,-43.1809
-22.9436,-43.1806
-22.9435,-43.1805
-22.9435,-43.1805
-22.9432,-43.1802
-22.9429,-43.1798
-22.9428,-43.1796
-22.9427,-43.1795
-22.9426,-43.1793
-22.9425,-43.1792
-22.9425,-43.179
-22.9425,-43.1789
-22.9425,-43.1787
-22.9425,-43.1786
-22.9425,-43.1784
-22.9425,-43.1783
-22.9426,-43.1782
-22.9427,-43.1779
-22.9429,-43.1776
-22.9429,-43.1776
-22.9431,-43.1773
-22.9437,-43.1763
-22.9438,-43.176
-22.944,-43.1757
-22.944,-43.1754
-22.944,-43.1749
-22.9439,-43.1744
-22.9438,-43.174
-22.9436,-43.1738
-22.9434,-43.1734
-22.9431,-43.173
-22.9427,-43.1726
-22.9421,-43.1718
-22.9418,-43.1714
-22.9414,-43.171
-22.9411,-43.1708
-22.9409,-43.1706
-22.9406,-43.1704
-22.9404,-43.1703
-22.9402,-43.1702
-22.9399,-43.1702
-22.9398,-43.1701
-22.9394,-43.1701
-22.9394,-43.1701
-22.9392,-43.1701
-22.939,-43.1701
-22.9388,-43.1702
-22.9386,-43.1702
-22.9383,-43.1703
-22.9383,-43.1703
-22.9383,-43.1703
-22.938,-43.1705
-22.9379,-43.1706
-22.9377,-43.1707
-22.9375,-43.1709
-22.9374,-43.1709
-22.9371,-43.1713
-22.9366,-43.1721
-22.9364,-43.1724
-22.9363,-43.1726
-22.9363,-43.1726
-22.9361,-43.1728
-22.9359,-43.1729
-22.9357,-43.173
-22.9356,-43.1731
-22.9354,-43.1732
-22.935,-43.1733
-22.935,-43.1733
-22.9347,-43.1734
-22.9345,-43.1735
-22.9342,-43.1735
-22.9338,-43.1736
-22.9336,-43.1736
-22.9332,-43.1736
-22.9327,-43.1735
-22.9326,-43.1735
-22.9322,-43.1734
-22.93,-43.1727
-22.9269,-43.1718
-22.924,-43.1709
-22.9237,-43.1708
-22.9234,-43.1708
-22.9233,-43.1708
-22.9233,-43.1708
-22.9233,-43.1708
-22.9233,-43.1708
-22.923,-43.1707
-22.9228,-43.1708
-22.9226,-43.1708
-22.9221,-43.1709
-22.922,-43.1709
-22.9218,-43.171
-22.9216,-43.1711
-22.9213,-43.1712
-22.9212,-43.1714
-22.921,-43.1715
-22.921,-43.1715
-22.9206,-43.1718
-22.9206,-43.1718
-22.9197,-43.173
-22.9193,-43.1736
-22.9189,-43.174
-22.9189,-43.174
-22.9188,-43.1742
-22.9186,-43.1743
-22.9183,-43.1745
-22.9182,-43.1745
-22.918,-43.1746
-22.918,-43.1746
-22.9179,-43.1747
-22.9175,-43.1748
-22.9175,-43.1748
-22.9173,-43.1748
-22.9168,-43.1748
-22.9165,-43.1748
-22.916,-43.1747
-22.9155,-43.1746
-22.915,-43.1744
-22.915,-43.1744
-22.9145,-43.1742
-22.9145,-43.1742
-22.9143,-43.1741
-22.9143,-43.1741
-22.9141,-43.174
-22.914,-43.1739
-22.914,-43.1739
-22.9138,-43.1737
-22.9137,-43.1736
-22.9137,-43.1736
-22.9132,-43.1731
-22.9132,-43.1731
-22.913,-43.1729
-22.9126,-43.1725
-22.9124,-43.1723
-22.9123,-43.1721
-22.9121,-43.1719
-22.9121,-43.1717
-22.912,-43.1714
-22.9119,-43.1712
-22.9119,-43.1712
-22.9119,-43.171
-22.9119,-43.171
-22.9118,-43.1704
-22.9117,-43.1699
-22.9117,-43.1697
-22.9117,-43.1695
-22.9117,-43.1695
-22.9116,-43.1694
-22.9116,-43.1693
-22.9115,-43.1692
-22.9115,-43.1691
-22.9115,-43.1691
-22.9114,-43.1689
-22.9114,-43.1689
-22.9112,-43.1687
-22.911,-43.1686
-22.9108,-43.1685
-22.9107,-43.1684
-22.9105,-43.1683
-22.9104,-43.1683
-22.9102,-43.1682
-22.91,-43.1682
-22.91,-43.1682
-22.9079,-43.1684
-22.9066,-43.1684
-22.9066,-43.1684
-22.9063,-43.1684
-22.9061,-43.1684
-22.906,-43.1684
-22.9058,-43.1684
-22.9057,-43.1684
-22.9056,-43.1685
-22.9055,-43.1686
-22.9054,-43.1686
-22.9054,-43.1687
-22.9053,-43.1688
-22.9052,-43.1689
-22.9051,-43.1691
-22.905,-43.1693
-22.905,-43.1693
-22.9049,-43.1699
-22.9049,-43.1699
-22.9048,-43.1701
-22.9048,-43.1701
-22.9047,-43.1702
-22.9047,-43.1702
-22.9042,-43.1716
-22.9041,-43.1717
-22.904,-43.172
-22.904,-43.172
-22.9039,-43.1722
-22.9037,-43.1724
-22.9036,-43.1725
-22.9035,-43.1726
-22.9033,-43.1728
-22.903,-43.173
-22.9025,-43.1734
-22.9022,-43.1736
-22.9022,-43.1736
-22.9019,-43.1739
-22.9016,-43.1742
-22.9013,-43.1744
-22.9013,-43.1744
-22.9001,-43.1755
-22.9001,-43.1755
-22.9,-43.1756
-22.9,-43.1756
-22.9,-43.1757
-22.9,-43.1758
-22.9,-43.1758
-22.9,-43.176
-22.9,-43.176
-22.9001,-43.1764
-22.9001,-43.1764
-22.9002,-43.1767
-22.9003,-43.1769
-22.9003,-43.1769
-22.9004,-43.1772
-22.9004,-43.1774
-22.9004,-43.1774
-22.9004,-43.1774
-22.9004,-43.1774
-22.9007,-43.1783
-22.9007,-43.1783
-22.9008,-43.1785
-22.9009,-43.179
-22.9009,-43.179
-22.901,-43.1792
-22.901,-43.1792
-22.9011,-43.1796
-22.9013,-43.1802
-22.9013,-43.1802
-22.9017,-43.1814
-22.9018,-43.1816
-22.9018,-43.1816
-22.9019,-43.182
-22.902,-43.1824
-22.902,-43.1824
-22.9022,-43.1828
-22.9026,-43.1841
-22.9026,-43.1841
-22.9027,-43.1844
-22.9029,-43.1852
-22.9029,-43.1852
-22.9031,-43.1858
-22.9031,-43.1858
-22.9036,-43.1871
-22.9036,-43.1871
-22.904,-43.1884
-22.904,-43.1884
-22.9043,-43.1894
-22.9045,-43.1901
-22.9045,-43.1901
-22.9047,-43.1906
-22.9047,-43.1906
-22.9047,-43.1908
-22.9049,-43.1912
-22.9049,-43.1912
-22.905,-43.1914
-22.905,-43.1914
-22.9054,-43.1926
-22.9055,-43.193
-22.9055,-43.193
-22.906,-43.1948
-22.906,-43.1948
-22.9063,-43.1957
-22.9063,-43.1957
-22.9064,-43.1961
-22.9069,-43.1976
-22.9069,-43.1976
-22.9069,-43.1977
-22.9069,-43.1977
-22.9074,-43.1991
-22.9074,-43.1991
-22.9081,-43.2012
-22.9081,-43.2012
-22.9097,-43.2061
-22.91,-43.207
-22.91,-43.207
-22.9101,-43.2073
-22.9101,-43.2074
-22.9101,-43.2075
-22.9101,-43.2077
-22.9101,-43.2078
-22.9101,-43.2079
-22.91,-43.2084
-22.9099,-43.2087
-22.9099,-43.2088
-22.9098,-43.2089
-22.9097,-43.2091
-22.9097,-43.2091
-22.9096,-43.2092
-22.9095,-43.2092
-22.9095,-43.2092
-22.9091,-43.2093
-22.9091,-43.2093
-22.9088,-43.2093
-22.908,-43.2093
-22.908,-43.2093
-22.9072,-43.2094
-22.9066,-43.2094
-22.9066,-43.2094
-22.9064,-43.2094
-22.9064,-43.2094
-22.9064,-43.2094
-22.9058,-43.2095
-22.9058,-43.2095
-22.905,-43.2095
-22.905,-43.2095
-22.9029,-43.2097
-22.9029,-43.2097
-22.9005,-43.2098
-22.9005,-43.2098
-22.9005,-43.2092
-22.9005,-43.2092
-22.9004,-43.2084
-22.9004,-43.2084
-22.9013,-43.2084
-22.902,-43.2084
-22.9027,-43.2083
-22.9027,-43.2083
-22.9028,-43.2083
-22.9032,-43.2083
-22.904,-43.2082
-22.9043,-43.2082
-22.9043,-43.2082
-22.9044,-43.2082
-22.9045,-43.2082
-22.9049,-43.2082
-22.905,-43.2082
-22.905,-43.2082
-22.9051,-43.2081
-22.9051,-43.2081
-22.9052,-43.2082
-22.9053,-43.2082
-22.9059,-43.2086
-22.9061,-43.2089
-22.9062,-43.209
-22.9063,-43.2091
-22.9063,-43.2093
-22.9064,-43.2094
-22.9064,-43.2095
-22.9064,-43.2096
-22.9065,-43.2099
-22.9065,-43.21
-22.9065,-43.2102
-22.9065,-43.2103
-22.9067,-43.2115
-22.9067,-43.2121
-22.9067,-43.2121
-22.9067,-43.2128
-22.9068,-43.2133
-22.9068,-43.2133
-22.9067,-43.2134
-22.9067,-43.2135
-22.9066,-43.2136
-22.9065,-43.2137
-22.9064,-43.2137
-22.9058,-43.214
-22.9058,-43.214
-22.9055,-43.2141
-22.9055,-43.2141
-22.9051,-43.2144
-22.9036,-43.2153
-22.9036,-43.2153
-22.9035,-43.2154
-22.9035,-43.2154
-22.9034,-43.2155
-22.9026,-43.216
-22.9025,-43.2161
-22.9025,-43.2161
-22.9012,-43.2169
-22.9012,-43.2169
-22.9012,-43.2169
-22.9009,-43.2166
-22.9004,-43.2162
-22.9003,-43.216
-22.9003,-43.216
-22.9002,-43.2161
-22.9002,-43.2161
-22.8991,-43.2168
-22.8991,-43.2168
-22.899,-43.2169
-22.8989,-43.217
-22.8989,-43.217
-22.8987,-43.2172
-22.8976,-43.2179
-22.8976,-43.2179
-22.8974,-43.218
-22.8974,-43.218
-22.8972,-43.2181
-22.8972,-43.2181
-22.8963,-43.2188
-22.8963,-43.2188
-22.8953,-43.2195
-22.8953,-43.2195
-22.8949,-43.2197
-22.8949,-43.2197
-22.8949,-43.2197
-22.8949,-43.2197
-22.8949,-43.2197
-22.8949,-43.2197
-22.8949,-43.2198
-22.8949,-43.2199
-22.895,-43.22
-22.895,-43.2201
-22.895,-43.2201
-22.895,-43.2201
-22.8951,-43.2202
-22.8956,-43.2206
-22.8956,-43.2206
-22.8958,-43.2208
-22.8958,-43.2208
-22.8958,-43.2208
-22.896,-43.221
-22.8964,-43.2212
-22.8964,-43.2212
-22.8969,-43.2217
-22.8969,-43.2217
-22.8972,-43.222
-22.8978,-43.2224
-22.8978,-43.2224
-22.8982,-43.2228
-22.8984,-43.2229
-22.8984,-43.2229
-22.8988,-43.2233
-22.8988,-43.2233
-22.8989,-43.2232
-22.8995,-43.2228
-22.8995,-43.2228
-22.8995,-43.2228
-22.8996,-43.2228
-22.8996,-43.2228
-22.8996,-43.2228
-22.8998,-43.2231
-22.8999,-43.2233
-22.8999,-43.2233
-22.9,-43.2234
-22.9,-43.2237
-22.9002,-43.2246
-22.9002,-43.2246
-22.9003,-43.2249
-22.9003,-43.2249
-22.9003,-43.2249
-22.9003,-43.2249
-22.9003,-43.2251
-22.9003,-43.2251
-22.9003,-43.2251
-22.9002,-43.2253
-22.9001,-43.2256
-22.9001,-43.2256
-22.8997,-43.2271
-22.8996,-43.2272
-22.8996,-43.2272
-22.8996,-43.2274
-22.8996,-43.2275
-22.8996,-43.2276
-22.8996,-43.2276
-22.8995,-43.2278
-22.8996,-43.2279
-22.8999,-43.2292
-22.9,-43.2299
-22.9,-43.2299
-22.9003,-43.231
-22.9003,-43.231
-22.9004,-43.2311
-22.9004,-43.2311
-22.9005,-43.2317
-22.9006,-43.2319
-22.9006,-43.232
-22.9005,-43.2327
-22.9004,-43.2333
-22.9001,-43.2343
-22.9001,-43.2343
-22.9,-43.2346
-22.9,-43.2349
-22.9,-43.2349
-22.8999,-43.235
-22.8999,-43.235
-22.8999,-43.235
-22.8994,-43.2355
-22.8994,-43.2355
-22.8992,-43.2357
-22.8992,-43.2357
-22.8992,-43.2357
-22.8992,-43.2357
-22.8991,-43.2358
-22.8991,-43.2358
-22.8989,-43.2359
-22.8989,-43.2359
-22.8988,-43.236
-22.8987,-43.2361
-22.8987,-43.2361
-22.8986,-43.2361
-22.8986,-43.2362
-22.8983,-43.2366
-22.8983,-43.2367
-22.8982,-43.2368
-22.8981,-43.2368
-22.898,-43.2369
-22.898,-43.2369
-22.8976,-43.2368
-22.8971,-43.2368
-22.897,-43.2368
-22.8966,-43.2368
-22.8965,-43.2369
-22.8965,-43.2369
-22.8963,-43.2369
-22.8961,-43.2369
-22.896,-43.237
-22.8959,-43.237
-22.8958,-43.2371
-22.8958,-43.2371
-22.8957,-43.2372
-22.8957,-43.2372
-22.8956,-43.2373
-22.8956,-43.2374
-22.8955,-43.2376
-22.8953,-43.2378
-22.8951,-43.238
-22.8949,-43.2382
-22.8949,-43.2382
-22.8945,-43.2386
-22.8942,-43.239
-22.8941,-43.2391
-22.8941,-43.2391
-22.894,-43.2392
-22.8939,-43.2393
-22.8938,-43.2393
-22.8931,-43.2395
-22.8931,-43.2395
-22.8928,-43.2395
-22.8928,-43.2395
-22.8927,-43.2396
-22.8923,-43.2398
-22.8923,-43.2398
-22.8923,-43.2397
-22.8918,-43.2394
-22.8918,-43.2394
-22.8918,-43.2394
-22.8917,-43.2394
-22.8917,-43.2394
-22.8916,-43.2396
-22.8921,-43.24
-22.8921,-43.24
-22.8922,-43.24
-22.8922,-43.24
-22.8927,-43.2403
-22.8928,-43.2404
-22.8928,-43.2404
-22.8932,-43.2405
-22.8948,-43.2409
-22.8953,-43.241
-22.8953,-43.241
-22.8954,-43.241
-22.8954,-43.241
-22.8955,-43.241
-22.8956,-43.241
-22.8957,-43.2411
-22.8958,-43.2411
-22.8958,-43.2412
-22.8958,-43.2412
-22.896,-43.2414
-22.896,-43.2414
-22.8968,-43.2422
-22.897,-43.2425
-22.8988,-43.2437
-22.8988,-43.2437
-22.8989,-43.2439
-22.8989,-43.2439
-22.8991,-43.2442
-22.8991,-43.2442
-22.8992,-43.2443
-22.8992,-43.2443
-22.8993,-43.2465
-22.8993,-43.2465
-22.8988,-43.2468
-22.8988,-43.2468
-22.8984,-43.2472
-22.8976,-43.2478
-22.8976,-43.2478
-22.8975,-43.2478
-22.8972,-43.2481
-22.897,-43.2483
-22.897,-43.2483
-22.8975,-43.2494
-22.8975,-43.2494
-22.8979,-43.2504
-22.8979,-43.2504
-22.8981,-43.2507
-22.8984,-43.2514
-22.8985,-43.2517
-22.8985,-43.2517
-22.8985,-43.2522
-22.8985,-43.2524
-22.8985,-43.2524
-22.8994,-43.2523
-22.8994,-43.2523
-22.901,-43.2521
-22.901,-43.2521
-22.901,-43.2528
-22.901,-43.2528
-22.9011,-43.2536
-22.9011,-43.2536
-22.9012,-43.2549
-22.9012,-43.255
-22.9012,-43.255
-22.9013,-43.2562
-22.9013,-43.2562
-22.9013,-43.2564
-22.9013,-43.2564
-22.9002,-43.2564
-22.9002,-43.2564
-22.8999,-43.2564
-22.8994,-43.2565
-22.8994,-43.2565
-22.899,-43.2566
-22.8988,-43.2566
-22.8987,-43.2566
-22.8987,-43.2566
-22.8985,-43.2566
-22.8973,-43.2568
-22.8969,-43.2568
-22.8965,-43.2568
-22.8965,-43.2568
-22.8963,-43.2568
-22.8962,-43.2567
-22.8962,-43.2567
-22.8957,-43.2562
-22.8954,-43.2561
-22.8954,-43.2561
-22.8953,-43.2561
-22.8946,-43.256
-22.8946,-43.256
-22.8946,-43.2565
-22.8946,-43.2565
-22.8945,-43.2569
-22.8945,-43.2569
-22.8944,-43.2572
-22.8942,-43.2574
-22.8942,-43.2574
-22.8942,-43.2576
-22.8942,-43.2576
-22.8941,-43.2576
-22.8941,-43.2576
-22.894,-43.2579
-22.8939,-43.2582
-22.8938,-43.2584
-22.8938,-43.2584
-22.8937,-43.2586
-22.8937,-43.2588
-22.8935,-43.2595
-22.8935,-43.2595
-22.8935,-43.2596
-22.8935,-43.2598
-22.8935,-43.2599
-22.8935,-43.2599
-22.8935,-43.26
-22.8936,-43.2602
-22.8938,-43.2604
-22.894,-43.2606
-22.894,-43.2606
-22.8942,-43.2608
-22.8944,-43.2611
-22.8944,-43.2611
-22.8945,-43.2615
-22.8945,-43.2615
-22.8946,-43.2617
-22.8946,-43.2619
-22.8946,-43.262
-22.8946,-43.262
-22.8946,-43.2621
-22.8945,-43.2622
